price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_renovated;sqft_living15;sqft_lot15
412500;3;2;1680;5246;1;N;0;Average;7;1680;0;0;2430;6883
439000;4;2;2240;8300;2;N;0;Average;8;2240;0;0;2340;8500
378500;4;2;1830;6000;1;N;0;Very Good;7;1070;760;0;1830;5500
952000;2;2;3490;88909;1;N;3;Average;10;2320;1170;0;3490;40185
260000;3;2;1750;7000;2;N;0;Average;8;1750;0;0;1840;9305
360000;2;2;1770;7607;1;N;0;Good;8;1770;0;0;2090;7109
607000;4;2;2100;8220;1;N;0;Good;8;1300;800;0;2160;8348
775000;4;3;2000;5304;1.5;N;0;Good;7;2000;0;0;1670;5304
525000;3;2;1720;7950;1.5;N;0;Good;7;1720;0;0;1790;7030
1027000;3;2;2430;10500;2;N;1;Average;9;2430;0;0;3440;12842
435000;4;1;1450;8800;1;N;0;Good;7;1450;0;0;1260;8942
756000;3;2;3560;8297;1;N;2;Good;8;1650;1910;0;2760;8297
290300;2;1;860;3874;1;N;0;Good;6;860;0;0;1400;5106
1220000;4;2;3090;8125;2.5;N;0;Very Good;8;3090;0;0;1560;6250
6e+05;3;2;3240;8016;2;N;0;Average;8;2910;330;0;2990;7561
720001;3;2;1430;2200;1.5;N;0;Good;7;1430;0;0;1740;4275
4e+05;4;2;1390;7200;1;N;0;Average;7;1140;250;0;1630;7702
490000;2;2;1670;4200;2;N;0;Average;7;1670;0;0;1340;2875
450000;3;1;1360;3737;1.5;N;0;Good;6;1360;0;0;1820;4500
825000;5;3;3070;8474;2;N;0;Average;9;3070;0;0;3070;8527
460000;3;2;2930;29136;2;N;0;Average;8;2240;690;0;2110;29362
649000;3;2;3410;13809;1;N;3;Good;10;2450;960;0;3410;14245
1400000;4;2;2770;8879;2;N;0;Average;9;2770;0;0;2770;8882
275000;3;1;1230;4500;1.5;N;0;Good;7;1230;0;0;1310;5000
505000;4;1;1480;12675;1.5;N;0;Good;7;1480;0;0;1820;7995
464000;3;2;1630;6550;1;N;0;Very Good;7;850;780;0;1440;6550
264000;4;2;1820;8118;1;N;0;Good;7;1080;740;0;1810;8050
6e+05;2;2;1270;5000;1;N;0;Average;6;1270;0;0;2190;5000
124500;2;1;840;6480;1;N;0;Good;5;840;0;0;1100;7300
280000;4;2;1710;5440;1;N;0;Very Good;8;1030;680;0;1620;6696
485000;3;2;1680;7385;2;N;0;Average;8;1680;0;0;1970;7470
245000;3;2;2350;12720;1;N;0;Good;7;1180;1170;0;1680;10400
275000;3;2;1640;6044;2;N;0;Average;7;1640;0;0;1600;7418
560000;2;2;970;4233;1;N;0;Good;7;970;0;0;1340;4233
1028000;3;3;2800;5800;1;N;0;Average;9;1580;1220;2010;2580;5800
562000;5;3;2795;15101;2;N;0;Average;8;2795;0;0;2750;14567
330000;2;1;700;4000;1;N;0;Average;6;700;0;0;1060;6000
4e+05;3;2;2110;19600;1;N;0;Good;8;2110;0;0;880;10077
233500;3;2;1650;2958;2;N;0;Average;7;1650;0;0;1510;3788
1575000;5;4;4220;9240;2;N;2;Very Good;11;3420;800;0;3380;9240
659000;4;2;2610;24931;2;N;0;Average;8;2610;0;0;2550;18306
452000;2;2;1260;1131;3;N;0;Average;8;1260;0;0;1490;2500
455000;3;2;1870;7403;1;N;0;Average;7;1870;0;0;1630;7440
823000;6;2;2920;5000;2.5;N;0;Good;9;2780;140;0;2020;5000
280000;3;2;1640;13249;1;N;0;Average;7;1640;0;0;1640;9240
261500;3;2;1740;6992;2;N;0;Average;7;1740;0;0;1260;6825
548000;5;2;1700;7200;1.5;N;0;Average;7;1700;0;0;1460;7194
329932;3;2;1460;5040;1;N;0;Average;7;1100;360;0;2330;7560
429000;3;3;2210;3600;2;N;0;Average;8;1820;390;0;2010;6690
4e+05;3;2;1350;7216;1;N;0;Average;7;1350;0;0;1920;7600
328000;3;2;2250;7904;1.5;N;0;Average;8;2250;0;0;2460;8622
378000;2;2;980;853;2;N;0;Average;7;820;160;0;1130;1270
320000;2;2;1550;1827;2;N;0;Average;8;1550;0;0;1420;1826
778000;3;2;2260;33080;1;N;0;Very Good;9;1690;570;0;3020;35291
855000;4;3;2270;10460;2;N;0;Average;9;2270;0;0;2610;10180
392500;3;1;1660;8839;1;N;0;Good;7;1660;0;0;1230;9236
560000;4;2;2550;7800;1;N;0;Average;8;1580;970;0;2420;8050
621000;3;1;1340;4000;1.5;N;0;Good;7;1340;0;0;1510;4000
540000;3;2;2400;5817;2;N;0;Average;8;2400;0;0;2420;5817
1851000;4;2;4120;14866;1;Y;4;Average;8;2070;2050;0;3620;19729
185000;3;1;1240;9198;1.5;N;0;Good;7;1240;0;0;1170;8970
405000;3;2;1760;5355;1;N;0;Average;7;1160;600;0;1790;6225
685000;4;4;2840;4637;3;N;0;Average;8;2840;0;0;1730;5279
434900;3;2;1520;11067;1;N;0;Average;7;1140;380;0;1280;11371
299999;3;2;2380;9719;2;N;0;Average;8;2380;0;0;2830;11505
399990;5;3;1690;4000;1;N;0;Very Good;7;970;720;0;1240;4000
350000;3;2;1970;3655;2;N;0;Average;7;1970;0;0;1970;2952
204900;3;2;1390;8245;1;N;0;Fair;7;1390;0;0;1260;8245
642000;6;1;1530;4305;1.5;N;0;Good;7;1530;0;0;1530;3800
380000;5;3;3800;15500;1;N;0;Average;7;2490;1310;0;2000;13980
213500;2;2;2060;7713;1.5;N;0;Good;7;2060;0;0;1780;7713
682000;2;1;890;5000;1;N;0;Average;7;890;0;0;1680;5000
369500;3;2;1650;9957;1;N;0;Good;7;1100;550;0;1650;7957
6e+05;3;2;1480;5400;2;N;0;Good;8;1480;0;0;1280;3600
1160000;5;3;4290;7019;2.5;N;0;Good;10;3590;700;0;1920;4000
1248000;2;2;2310;3313;2;N;0;Average;9;2310;0;0;2700;5670
260000;3;1;1200;4592;1;N;0;Average;6;800;400;0;940;4440
585000;3;2;2220;216493;1;N;2;Average;8;2220;0;0;2900;169884
472000;3;2;1740;9038;1;N;0;Good;7;1740;0;0;1390;9770
1160000;4;2;3860;10361;2;N;2;Good;10;2940;920;0;3720;13155
210000;2;2;1680;5756;2;N;0;Good;7;1680;0;0;1340;5447
280000;2;1;880;5750;1;N;0;Average;6;880;0;0;1190;5750
349170;4;2;1670;8856;1;N;2;Average;7;1070;600;0;1660;8088
670000;3;2;1680;2000;3;N;0;Average;9;1680;0;1998;1950;5000
865000;4;2;1800;4180;2;N;3;Good;8;1800;0;0;2180;4620
495000;4;2;1930;6720;1;N;2;Average;8;1130;800;0;1850;6380
292000;3;2;1730;11325;1;N;0;Very Good;7;1730;0;0;2030;17859
324950;4;2;2320;9240;1;N;0;Average;7;1160;1160;2014;2130;7320
515000;4;2;3200;6473;2;N;0;Average;7;3200;0;0;2480;6140
456500;3;2;2090;9163;1;N;0;Average;7;1460;630;0;1960;7713
430000;4;2;2750;7200;2;N;0;Average;8;2750;0;0;2750;7200
585000;4;2;1760;5356;1;N;0;Good;7;920;840;0;1680;5184
337000;4;2;2230;5970;2;N;0;Good;7;2230;0;0;1970;4919
675000;4;2;2920;6000;2;N;4;Average;9;2920;0;0;3100;6001
199900;4;2;1790;12000;1;N;0;Very Good;6;1790;0;0;1550;9840
239000;2;2;1470;2052;1.5;N;0;Average;7;1470;0;0;1470;2052
174000;2;1;600;4854;1;N;0;Very Good;6;600;0;0;1470;5000
319000;3;2;1640;9234;1;N;0;Very Good;7;1060;580;0;2230;10354
576000;3;2;1940;9000;1;N;0;Good;7;970;970;0;2190;7310
1250000;4;2;4040;11350;2;N;2;Good;10;3690;350;0;3770;12382
590000;5;3;4020;40341;1;N;0;Very Good;8;2170;1850;0;2650;53437
438400;2;1;1340;8100;1;N;0;Good;7;1340;0;0;1700;8100
895000;4;3;3570;10273;1.5;N;3;Average;9;2630;940;2007;3640;15324
560000;3;2;2870;95396;1;N;0;Good;9;1350;1520;0;2870;102366
450000;3;2;1250;5963;1;N;0;Good;7;1250;0;0;970;5100
563500;4;2;2190;4944;2;N;0;Average;8;2190;0;0;2190;5108
327500;3;2;1770;8755;1;N;0;Average;8;1330;440;0;1910;8710
425000;2;1;1250;5880;1;N;0;Average;6;900;350;0;1520;5020
330000;3;2;2370;9102;2;N;0;Average;9;2370;0;0;2530;9883
711000;4;2;2770;9532;2;N;0;Good;9;2770;0;0;2770;9219
258000;4;2;1730;8320;1;N;0;Average;7;1230;500;0;1840;9800
440000;3;2;1880;7989;1;N;0;Average;7;1280;600;0;1820;7414
435000;3;2;1180;1231;3;N;0;Average;7;1180;0;0;1280;3360
590000;3;2;2520;10223;2;N;0;Average;10;2520;0;0;2630;10091
244000;3;2;1540;8885;1;N;0;Good;7;1440;100;0;1540;12734
758000;4;3;2410;9549;1;N;0;Good;7;1780;630;0;2090;9549
479000;3;2;2110;11319;2;N;0;Good;8;2110;0;0;1860;11319
335000;3;3;1990;19991;1;N;0;Average;7;1340;650;0;1750;9775
235000;3;2;1200;9266;1;N;0;Good;7;1200;0;0;1200;9266
186000;3;1;1200;10080;1;N;0;Good;7;1200;0;0;1230;9800
845000;4;2;2880;35610;1;N;0;Average;10;2880;0;0;3460;35610
2e+05;2;1;1010;7200;1;N;0;Average;6;1010;0;0;1290;9000
349000;3;2;1790;50529;1;N;0;Very Good;7;1090;700;0;1940;50529
334000;2;2;1680;8367;1;N;0;Average;6;840;840;0;1830;6720
687500;3;2;1280;2114;1.5;N;0;Average;8;1280;0;0;1540;1456
245000;4;2;1930;7650;1;N;0;Good;8;1280;650;0;1860;8800
367500;4;2;1960;16015;1;N;0;Average;7;1960;0;0;1960;16015
5e+05;2;2;1760;12000;1;N;0;Good;7;1760;0;0;2200;12088
350000;3;2;1320;10500;1;N;0;Average;7;1320;0;0;1310;10500
375000;2;2;1640;2240;2;N;0;Average;8;1640;0;0;1640;2240
665000;4;3;2420;7102;1;N;0;Very Good;7;1670;750;0;1620;7102
430000;4;2;2020;4840;1.5;N;0;Very Good;8;1200;820;0;1410;4840
423000;4;2;1940;6909;1;N;0;Good;7;970;970;0;1460;6906
649000;5;3;3990;13087;2;N;0;Average;9;2400;1590;0;2580;13633
1998000;2;2;3900;920423;2;N;0;Average;12;3900;0;0;2720;411962
662700;2;2;2440;6900;2;N;0;Average;7;1590;850;0;1770;6900
851000;3;2;3560;107290;2;N;0;Average;10;3560;0;0;3660;89298
303500;6;4;3390;7200;2;N;0;Average;8;2440;950;0;2040;7214
304999;4;2;2270;9600;1;N;0;Average;7;1290;980;0;1930;15000
325000;3;3;1580;4007;2;N;0;Average;7;1580;0;0;1770;3799
815000;4;2;2000;3800;2;N;0;Average;8;2000;0;0;1610;3800
342000;3;2;1740;2226;2;N;0;Average;8;1320;420;0;1740;1789
398000;3;1;1480;6550;1.5;N;0;Good;6;1480;0;0;1200;6550
565000;3;2;1540;3570;1.5;N;0;Very Good;7;1490;50;0;1620;4080
359000;4;2;1580;6396;1;N;0;Good;6;790;790;0;1180;6396
762500;5;4;3290;5880;2;N;0;Average;9;2670;620;0;3090;5680
505000;4;2;2730;12000;1;N;0;Good;8;1410;1320;0;2730;9039
429000;3;2;1700;52826;1;N;0;Average;7;1700;0;0;2480;114728
614905;3;2;2410;7225;2;N;0;Average;8;2410;0;0;1940;8347
279000;3;2;1280;16738;1.5;N;0;Good;5;1280;0;0;1590;16317
544500;5;1;1690;3240;1.5;N;0;Average;7;1690;0;0;1230;4500
185000;3;1;840;12091;1;N;0;Average;6;840;0;0;840;9324
628000;5;3;2600;8160;2;N;0;Average;8;2600;0;0;1600;8160
320000;3;2;1790;66250;1.5;N;0;Average;7;1790;0;0;1440;59346
345000;3;2;1990;20466;1.5;N;0;Good;8;1410;580;0;1660;93393
350000;3;2;1680;81893;1;N;0;Average;7;1680;0;0;2480;38637
255000;3;2;1060;9039;1;N;0;Average;7;1060;0;2013;1410;9515
516200;3;2;2110;5150;1;N;0;Very Good;6;1080;1030;0;1170;5107
427500;3;2;1430;16200;1;N;0;Good;7;1430;0;0;1690;13125
450000;3;2;2180;4226;2;N;0;Average;8;2180;0;0;2540;4607
330000;4;2;2180;7210;1;N;0;Average;7;1190;990;0;2070;7210
228000;0;1;390;5900;1;N;0;Fair;4;390;0;0;2170;6000
269000;3;2;1560;4200;2;N;0;Average;7;1560;0;0;1560;4200
453250;4;2;2260;6300;2;N;0;Average;7;2260;0;0;2300;6300
264950;4;2;1770;9011;1;N;0;Very Good;7;1050;720;0;1410;8530
549000;2;1;1510;11165;1.5;N;0;Good;7;1510;0;0;2210;8851
1130000;4;3;3180;4649;2;N;0;Good;9;2070;1110;0;2720;5980
510000;3;2;2730;7136;2;N;0;Average;8;2730;0;0;2130;8932
580000;4;3;3569;8327;2;N;0;Average;10;3569;0;0;2550;5251
615750;4;2;2140;6360;2;N;0;Average;7;1840;300;0;1690;6360
1150000;3;2;2100;15120;1;N;0;Good;8;2100;0;0;3070;16078
470000;5;2;1900;6000;1.5;N;0;Good;6;1900;0;0;2110;8400
507000;4;2;1490;956;2;N;0;Average;7;1020;470;0;1510;1350
219000;2;2;1310;2550;2;N;0;Average;6;1310;0;0;1310;2550
560000;4;2;2480;16360;1;N;0;Very Good;7;1510;970;0;1770;15205
580000;3;2;1640;8625;1;N;0;Average;8;1320;320;0;1770;9476
843500;4;2;2630;16475;2;N;0;Good;8;2630;0;0;2670;15001
334900;2;2;980;1013;3;N;0;Average;8;980;0;0;980;1023
264500;3;2;1370;7087;2;N;0;Average;7;1370;0;0;1400;6600
465000;3;2;2560;117176;1;N;0;Good;9;1280;1280;0;2760;57063
450000;3;2;1740;6800;1.5;N;0;Good;7;1740;0;0;990;6800
705000;4;3;2740;5339;2.5;N;0;Average;9;2740;0;0;1770;4820
833000;4;4;3560;7178;2;N;3;Average;10;2590;970;0;3290;6978
295000;3;2;1460;7936;2;N;0;Average;7;1460;0;0;1830;7936
345000;5;2;2840;12870;2;N;2;Good;7;2840;0;0;2170;9612
532000;3;2;1820;4910;2;N;0;Average;8;1820;0;0;2090;6668
890000;4;2;2770;13500;2;N;0;Average;8;2770;0;0;2300;13500
1280000;4;4;3010;3600;2;N;0;Average;9;2370;640;0;2650;4200
849000;4;3;4010;87555;2;N;0;Average;10;4010;0;0;2451;209523
308000;3;2;1300;1237;2;N;0;Average;7;1060;240;0;1350;942
695000;2;2;2170;7665;1;N;2;Average;8;2170;0;0;2300;7100
476000;3;2;1570;7187;1;N;0;Good;8;1170;400;0;1660;8775
295500;4;2;2830;7350;1;N;0;Average;8;1690;1140;0;2350;7768
528000;5;2;2780;7786;1;N;0;Average;8;1390;1390;0;2130;7918
190000;3;1;1090;8520;1;N;0;Average;7;1090;0;0;1190;8520
517000;2;2;1920;3408;1;N;0;Good;7;960;960;0;1130;3408
260750;3;2;1560;9635;1;N;0;Average;7;1260;300;0;1570;8276
308000;2;1;1680;9250;1;N;0;Average;7;860;820;0;1590;9542
615500;3;2;1810;5080;1;N;0;Average;7;1030;780;0;1780;7620
570000;4;2;2640;4200;2;N;0;Average;8;2640;0;0;2460;4200
273000;4;2;2180;22870;1;N;0;Good;6;1280;900;1975;2420;22614
860000;4;2;1880;3720;1.5;N;0;Good;7;1880;0;0;2090;4095
1325000;4;4;2170;3672;2;N;0;Average;9;2170;0;1989;1950;3450
6e+05;4;2;2840;31720;1;N;0;Average;8;1780;1060;0;2290;29577
550000;2;1;1270;43560;1;N;0;Good;5;1270;0;0;1870;6960
197000;2;1;770;8636;1;N;0;Fair;6;770;0;0;1110;8636
548500;4;2;1820;7200;1;N;0;Average;7;1300;520;0;1770;8149
305000;3;2;1610;12247;1;N;0;Average;8;1610;0;0;2010;9271
310000;5;2;2600;9600;1;N;2;Good;8;1810;790;0;2070;9660
657000;2;3;1570;1281;3;N;0;Average;8;1570;0;0;1570;2500
1180500;3;2;1610;7200;1;N;0;Average;8;1090;520;0;3790;7200
450000;3;2;1810;12600;1;N;0;Average;7;1400;410;0;1934;12600
279000;3;2;1540;7280;1;N;0;Average;7;1080;460;0;1220;6440
375000;6;2;1900;8057;1;N;0;Good;7;1170;730;0;2090;8626
419000;4;2;2150;23568;1;N;0;Good;7;2150;0;0;2150;10125
260000;3;1;1790;11884;1;N;0;Average;7;1790;0;0;1660;11513
335000;6;2;2020;7071;1;N;0;Average;7;1010;1010;0;2020;5000
437500;2;1;990;3120;1;N;2;Very Good;7;790;200;0;1930;3120
996000;3;3;3620;8131;2;N;0;Good;10;2730;890;0;2040;3776
570000;3;2;1270;3090;2;N;0;Very Good;7;1270;0;0;1440;3090
313300;2;1;970;4800;1;N;0;Average;6;970;0;1940;1180;5900
215000;3;2;1240;9405;1;N;0;Good;7;1240;0;0;2260;7611
174000;2;1;900;13531;1;N;0;Average;6;900;0;0;1767;8308
685000;3;2;2720;4720;1.5;N;0;Good;7;1580;1140;0;1660;4640
449000;4;2;1560;5220;1;N;0;Average;7;1560;0;0;1300;5220
5e+05;4;3;2280;15347;1;N;0;Very Good;7;2280;0;0;2280;15347
209000;2;1;1070;6120;1;N;0;Average;6;1070;0;0;1130;6120
445000;4;3;2160;7200;1;N;0;Good;7;1220;940;0;1790;7614
399950;4;2;2350;5100;2;N;0;Average;8;2350;0;0;2190;5100
250000;3;2;1400;3814;2;N;0;Average;7;1400;0;0;1610;3814
250000;4;1;1550;7296;1.5;N;0;Average;6;1550;0;0;1370;7680
340000;4;2;1900;7313;1;N;0;Average;7;1900;0;0;1420;7384
325000;3;2;1880;6818;2;N;0;Average;8;1880;0;0;1970;7000
232000;2;1;960;8100;1;N;0;Average;6;810;150;0;960;12150
234900;3;1;1250;8000;1;N;0;Average;7;1250;0;0;1040;6973
574800;3;2;1630;2946;1.5;N;0;Good;8;1630;0;0;1550;3800
398500;4;2;2250;6064;2;N;0;Average;8;2250;0;0;1520;7840
509950;3;2;2210;70567;2;N;3;Average;9;2210;0;0;2000;73616
1150000;3;2;2170;16600;1;Y;2;Average;10;1130;1040;0;3130;13875
331000;2;1;1480;6210;1;N;0;Average;7;1080;400;0;1290;7509
850000;4;4;2640;5900;2;N;2;Average;8;2640;0;1998;1700;5900
1380000;5;4;4050;18827;1;N;2;Good;10;2150;1900;0;3600;25120
915000;3;3;2800;9750;1;N;0;Very Good;7;1400;1400;0;2800;9530
1e+06;5;4;2120;8944;2;Y;4;Very Good;8;2120;0;1963;2870;8944
575000;3;2;1800;5000;2;N;0;Very Good;7;1600;200;0;1640;5000
465000;3;2;1590;1322;2;N;0;Average;8;1060;530;0;1530;5400
1010000;4;3;3430;15877;1;N;4;Average;11;3430;0;0;4080;14577
4e+05;2;1;1220;6300;1;N;0;Average;7;760;460;0;1850;4886
365250;3;2;1490;4522;2;N;0;Average;7;1490;0;0;1580;4667
405000;3;2;1520;1245;3;N;0;Average;8;1520;0;0;1520;1470
1200000;5;4;2710;2800;3;N;0;Average;10;2380;330;2008;1530;3600
273000;3;1;1560;7800;1;N;0;Average;7;1560;0;0;1468;9375
680000;4;2;2880;9202;1;N;0;Average;8;1780;1100;0;2500;10265
675000;4;2;2620;6114;2;N;0;Average;9;2620;0;0;2620;5808
5e+05;3;2;2210;7680;1;N;2;Average;8;1730;480;0;2390;7680
837219;5;3;3030;7679;2;N;0;Average;9;3030;0;0;3080;6341
217500;2;2;1070;8400;1;N;0;Good;7;1070;0;0;1430;8190
446000;2;2;1370;1221;2;N;0;Average;8;1080;290;0;1560;2081
255000;2;2;1360;5433;1;N;0;Average;8;1360;0;2003;1160;5264
310000;3;2;1880;30346;1;N;0;Average;8;1880;0;0;2260;5883
490000;4;2;2360;4367;2;N;0;Average;8;2360;0;0;2360;4868
640000;3;1;1530;4944;1;N;0;Average;7;1530;0;0;1500;4944
680000;3;2;1660;5750;1;N;0;Good;7;1080;580;0;2060;5560
362362;2;1;710;4000;1;N;0;Average;6;710;0;0;960;4000
302200;4;2;1730;10396;1;N;0;Average;7;1730;0;0;1510;10396
392500;3;1;930;6572;1;N;0;Average;7;930;0;0;960;5840
765000;4;4;2760;4000;2;N;2;Average;8;2000;760;2014;1690;4000
903000;2;2;1140;7800;1;N;0;Good;6;1140;0;0;2020;7800
750000;3;2;2250;5301;2;N;0;Good;8;1510;740;0;2240;7200
499990;4;3;2910;6334;2;N;0;Average;8;2910;0;0;2790;6352
301500;2;2;830;1333;2;N;0;Average;7;830;0;0;1120;4822
350000;4;2;2260;13755;1;N;0;Good;9;2260;0;0;2650;13650
531000;5;3;2540;5022;1;N;0;Good;8;1540;1000;0;2510;5182
899950;4;4;3290;5414;2;N;1;Average;9;2360;930;0;1820;9609
250000;1;1;660;2600;1;N;0;Average;6;660;0;0;1560;5445
355000;2;1;1350;368517;1;N;0;Average;6;1350;0;0;2330;104108
555000;3;2;2480;8676;2;N;0;Good;8;2480;0;0;2540;9496
530000;3;2;1240;4080;1.5;N;0;Average;8;1240;0;0;1420;4080
280000;2;1;1880;7560;1;N;0;Average;6;940;940;0;1280;7560
525000;3;2;2110;2850;3;N;0;Average;8;2110;0;0;1340;5001
349000;3;1;1010;8184;1;N;0;Good;6;1010;0;0;1010;8184
430000;3;1;1150;3000;1;N;0;Very Good;6;1150;0;0;1460;3200
265000;3;1;1070;4800;1;N;0;Average;6;970;100;0;1120;1198
102500;2;1;820;4320;1;N;0;Average;5;820;0;0;780;7424
780000;4;2;2730;10281;2;N;2;Average;9;2730;0;0;2750;7220
605000;6;2;2610;9132;1;N;0;Good;8;1320;1290;0;2170;8000
629950;3;2;1680;1683;2;N;0;Average;9;1120;560;0;1610;1249
780000;5;2;3480;74052;1;N;0;Good;8;1980;1500;0;2610;65775
329900;3;2;1670;5209;1.5;N;0;Very Good;7;1670;0;0;1990;4960
692500;4;3;2820;11500;2;N;0;Average;10;2820;0;0;2770;9694
1364000;4;2;3560;8960;2;N;0;Average;10;3560;0;0;1660;7680
223000;3;2;1310;8440;1;N;0;Very Good;6;1310;0;0;1790;10775
667500;4;3;1920;4000;1.5;N;0;Good;8;1540;380;0;1660;4000
789500;4;2;3010;6100;2;N;0;Average;9;3010;0;0;2890;5176
700500;3;2;2560;35265;2;N;0;Average;9;2560;0;0;2820;35496
329800;4;2;2080;7047;2;N;0;Average;8;2080;0;0;2580;7227
650000;6;4;3900;9100;2;N;0;Average;8;2870;1030;0;2080;9216
380000;3;2;1920;8775;1;N;0;Average;7;1920;0;0;1560;8100
979000;3;2;1700;14133;1;N;1;Good;8;1700;0;0;2630;17376
280300;2;1;920;5000;1;N;0;Good;6;490;430;0;1500;5000
235000;3;2;1520;12246;1;N;0;Good;6;1520;0;0;1460;12246
255000;3;2;1830;7770;1;N;0;Good;7;1400;430;0;1960;7272
507250;3;2;1400;5750;1;N;2;Average;6;1100;300;0;1500;5175
533000;4;1;1550;4750;1.5;N;0;Average;7;1550;0;0;1320;4750
250800;3;2;1290;4000;1;N;0;Average;6;1170;120;0;1140;4000
332500;4;1;1670;8102;1.5;N;0;Average;6;1670;0;0;1310;7906
1250000;4;2;2920;5500;1;N;3;Average;10;2030;890;0;3790;5500
394000;4;2;3000;9793;2;N;0;Average;7;3000;0;0;1890;7557
255000;3;2;1320;7980;1;N;0;Average;7;1320;0;0;2000;7700
440000;3;2;2000;11880;2;N;0;Average;8;2000;0;0;1820;15120
575000;4;3;3120;7644;2;N;0;Average;10;3120;0;0;2980;6050
340000;2;1;860;7102;1;N;0;Average;6;860;0;0;1450;7102
309933;3;2;1820;78408;1;N;0;Average;6;1220;600;0;1340;78408
1550000;3;3;3530;4920;2;N;0;Average;9;2660;870;0;1900;4200
530000;3;3;2100;20150;1;N;0;Good;7;2100;0;0;2100;15500
415000;3;2;1445;1512;2;N;0;Average;7;1300;145;0;1445;1082
4e+05;3;1;1060;12000;1;N;0;Average;7;1060;0;0;1550;10500
329950;3;1;1000;9170;1;N;0;Average;7;1000;0;0;1610;9170
578500;3;1;1490;5700;1.5;N;0;Average;7;1490;0;0;2290;5700
549995;4;4;2660;5690;2;N;0;Average;8;1920;740;0;2970;5690
820000;4;2;2280;6660;1.5;N;2;Average;8;1960;320;1984;1720;5336
1350000;4;4;4680;12495;2;N;0;Average;10;3040;1640;0;3240;10749
424500;3;2;1460;7700;1;N;0;Average;7;1460;0;0;1720;7280
209000;3;1;920;5200;1;N;0;Good;6;920;0;0;920;4875
720000;4;4;3200;7708;2;N;0;Average;10;3200;0;0;3480;7944
490000;5;2;2150;4500;1.5;N;0;Average;8;2150;0;0;1300;4500
805000;3;2;1080;3200;1;N;0;Good;7;880;200;0;1780;5200
533000;3;2;2810;4607;2;N;0;Average;8;2810;0;0;2540;4871
317000;3;2;1060;5750;1;N;0;Fair;7;1060;0;0;1060;5750
372000;4;2;1890;10550;1;N;0;Very Good;7;1010;880;0;1930;7291
221000;3;1;910;8789;1;N;0;Average;7;910;0;0;1160;8789
514000;3;2;2260;54014;1;N;0;Average;7;1450;810;0;2140;44431
632500;5;2;2640;7096;2;N;0;Average;7;2640;0;0;2640;4850
465000;3;2;1560;8509;1;N;0;Average;8;790;770;0;1410;7428
389000;3;2;1820;8028;1;N;0;Average;7;1220;600;0;1940;11100
316500;4;2;2150;6807;2;N;0;Good;8;2150;0;0;1910;7240
4e+05;3;1;1460;43000;1;N;0;Average;7;1460;0;0;2250;20023
280000;3;2;1580;7000;2;N;0;Average;8;1580;0;0;2110;7062
165000;3;1;1050;5156;1.5;N;0;Average;7;1050;0;0;1050;5502
254000;3;2;1850;4597;2;N;0;Average;8;1850;0;0;2210;5000
470000;3;2;2120;2374;2;N;0;Average;8;1770;350;0;2480;3043
1289000;5;4;3210;4060;2;N;2;Average;10;2290;920;2003;1940;5000
210000;4;1;1200;43560;1;N;0;Average;5;1200;0;0;1400;54450
502000;3;2;1600;45613;2;N;0;Good;8;1600;0;0;2320;43005
273000;3;2;1930;8192;1;N;0;Average;7;1470;460;0;1510;8192
490000;2;1;1160;5000;1;N;0;Good;8;1160;0;0;1750;5000
729000;4;2;2450;27081;2;N;0;Average;8;2450;0;0;2630;12025
455500;3;2;1460;10311;1;N;0;Good;7;1460;0;0;1690;9679
240000;3;2;1460;5818;1;N;0;Average;7;1140;320;0;1490;6031
605000;5;2;3220;9603;2;N;0;Average;8;3220;0;0;2260;10093
780000;4;2;3090;12511;2;N;0;Good;10;3090;0;0;3100;10882
420550;4;2;1370;8100;1;N;0;Fair;7;1370;0;0;1280;8100
569999;3;2;3080;13880;2;N;0;Average;9;3080;0;0;2780;15318
527000;6;4;3000;8401;1;N;0;Average;8;1500;1500;0;1400;8403
240000;3;2;1481;2820;2;N;0;Average;7;1481;0;0;1481;3028
445000;3;2;1630;8702;1;N;0;Average;9;1630;0;0;2250;9890
454280;3;2;1470;1741;2;N;0;Average;8;1170;300;0;1470;1583
406000;4;2;1920;6000;2;N;1;Average;7;1920;0;0;1920;6000
290000;3;2;1500;7308;1;N;0;Good;7;1210;290;0;1480;7400
232000;4;2;1440;5911;1;N;0;Very Good;5;1440;0;0;1500;11089
325000;3;1;1300;9300;1;N;0;Good;7;1300;0;0;1300;10064
454000;4;2;3040;12522;2;N;0;Average;7;3040;0;0;2490;9742
265000;3;2;1520;6805;1;N;0;Good;7;1040;480;0;1440;7041
325000;2;2;1670;10725;1;N;0;Average;7;1670;0;0;1600;10725
1328000;5;3;3340;10796;1;N;2;Average;9;2120;1220;1990;3290;12955
360000;3;2;1500;7200;1;N;0;Average;7;1500;0;0;1650;7392
896000;5;3;2520;16100;1;N;3;Good;8;1570;950;0;2760;16988
266500;4;2;1880;7632;1;N;0;Good;7;1180;700;0;1840;8528
252000;4;2;1120;8250;1;N;0;Good;7;1120;0;0;1330;7975
267800;3;2;1410;1899;2;N;0;Average;8;1410;0;0;1410;1811
665000;2;2;2300;6984;1;N;0;Average;8;2300;0;0;1820;4950
